ham	แฮม	
hand made	แฮนด์เมด	ยังไม่มีในระบบ
handicraft	แฮนดีคราฟต์	
hang	แฮง	
happening	แฮปเพนนิง	ยังไม่มีในระบบ
happy	แฮปปี	
hard	ฮาร์ด	
hard core	ฮาร์ดคอร์	ยังไม่มีในระบบ
hard disk	ฮาร์ดดิสก์	
harem	ฮาเรม	ฮาเร็ม
harmonica	ฮาร์มอนิกา	ยังไม่มีในระบบ
hatchback	แฮตช์แบก	
hazard	ฮาซาร์ด	
head start	เฮดสตาร์ต	ยังไม่มีในระบบ
health	เฮลท์	
health food	เฮลท์ฟูด	ยังไม่มีในระบบ
heart	ฮาร์ต	
heater	ฮีตเตอร์	ยังไม่มีในระบบ
heatstroke	ฮีตสโตรก	ยังไม่มีในระบบ
helicopter	เฮลิคอปเตอร์	
hello	เฮลโล	
herb	เฮิร์บ	
herbal	เฮอร์บัล	
hero	ฮีโร	
heroine	เฮโรอิน	เฮโลอีน
hertz	เฮิรตซ์	
hi-fi	ไฮไฟ	
high school	ไฮสกูล	
high season	ไฮซีซัน	ยังไม่มีในระบบ
highlight	ไฮไลต์	
high-low	ไฮโลว์	
high-tech	ไฮเทก	
highway	ไฮเวย์	
hippie	ฮิปปี	
hippopotamus	ฮิปโปโปเตมัส	
hit	ฮิต	ยังไม่มีในระบบ
holiday	ฮอลิเดย์	ยังไม่มีในระบบ
hollywood	ฮอลลิวูด	
holy	โฮลี	
home	โฮม	ยังไม่มีในระบบ
home theatre	โฮมเทียเตอร์	
homecoming	โฮมคัมมิง	ยังไม่มีในระบบ
homemade	โฮมเมด	ยังไม่มีในระบบ
homepage	โฮมเพจ	
homesick	โฮมซิก	ยังไม่มีในระบบ
homestay	โฮมสเตย์	
honeymoon	ฮันนีมูน	
hood	ฮูด	
hooray	ฮูเรย์	
hormone	ฮอร์โมน	
horror	ฮอร์เรอร์	ยังไม่มีในระบบ
hospitality	ฮอสปิแทลิตี	
hot	ฮอต	
hotel	โฮเทล	
hotline	ฮอตไลน์	
hotshot	ฮอตชอต	ยังไม่มีในระบบ
hour	อาวเออร์	
how-to	ฮาวทู	ยังไม่มีในระบบ
hub	ฮับ	ยังไม่มีในระบบ
hurt	เฮิร์ต	ยังไม่มีในระบบ
hybrid	ไฮบริด	
hydroponics	ไฮโดรพอนิกส์	
hygene	ไฮจีน	
hypothesis	ไฮพอเทซิส	
hysteria	ฮิสทีเรีย	
ice	ไอซ์	ยังไม่มีในระบบ
ice-cream	ไอศกรีม	ยังไม่มีในระบบ
idea	ไอเดีย	ยังไม่มีในระบบ
ideal	ไอเดียล	ยังไม่มีในระบบ
idiot	อีเดียต	ยังไม่มีในระบบ
idol	ไอดอล	ยังไม่มีในระบบ
image	อิมเมจ	ยังไม่มีในระบบ
imam	อิหม่าม	
impact	อิมแพกต์	
import	อิมพอร์ต	
impossible	อิมพอสซิเบิล	
inclusive	อินคลูซิฟ	ยังไม่มีในระบบ
incredible	อินเครดิเบิล	ยังไม่มีในระบบ
indie	อินดี	ยังไม่มีในระบบ
indirect	อินไดเรกต์	
indoor	อินดอร์	ยังไม่มีในระบบ
infographic	อินโฟกราฟิก	
inform	อินฟอร์ม	ยังไม่มีในระบบ
infrared	อินฟราเรด	
injection	อินเจกชัน	
inner	อินเนอร์	
innocent	อินโนเซนต์	ยังไม่มีในระบบ
innovation	อินโนเวชัน	
input	อินพุต	
insert	อินเซิร์ต	ยังไม่มีในระบบ
inside	อินไซด์	
insight	อินไซต์	
install	อินสตอล	ยังไม่มีในระบบ
instruction	อินสตรักชัน	ยังไม่มีในระบบ
insurance	อินชัวรันซ์	ยังไม่มีในระบบ
intelligent	อินเทลลิเจนต์	
intensive	อินเทนซิฟ	ยังไม่มีในระบบ
inter	อินเตอร์	ยังไม่มีในระบบ
interactive	อินเตอร์แอกทิฟ	อินเทอร์แอกทิฟ
interior	อินทีเรียร์	
international	อินเตอร์แนชันนัล	
interne	อินเทิร์น	
internet	อินเทอร์เน็ต	
intersection	อินเตอร์เซกชัน	
interview	อินเตอร์วิว	ยังไม่มีในระบบ
intro	อินโทร	ยังไม่มีในระบบ
introduction	อินโทรดักชัน	
investment	อินเวสต์เมนต์	
invoice	อินวอยซ์	ยังไม่มีในระบบ
iodine	ไอโอดีน	
ion	ไอออน	ยังไม่มีในระบบ
iq	ไอคิว	ยังไม่มีในระบบ
item	ไอเทม	
jab	แย็บ	
jack	แจ็ก	
jacket	แจ็กเก็ต	
jackpot	แจ็กพอต	
jam	แยม	
jazz	แจซ	
jean	ยีน	
jeep	จีป	
jelly	เจลลี	ยังไม่มีในระบบ
jesus	เยซู	
jet	เจ็ต	
jewelry	จิวเวลรี	
jigsaw	จิกซอว์	
jingle	จิงเกิล	ยังไม่มีในระบบ
job	จ็อบ	
jockey	จอกกี	
jogging	จอกกิง	จ็อกกิง
join	จอยน์	
joint venture	จ็อยนต์เวนเซอร์	ยังไม่มีในระบบ
joke	โจ๊ก	
joker	โจ๊กเกอร์	โจกเกอร์
journal	เจอร์นัล	
journey	เจอร์นีย์	
joy	จอย	
jubilee	จูบิลี	
juice	จูซ	
jumbo	จัมโบ	
jump	จัมป์	
junction	จังก์ชัน	ยังไม่มีในระบบ
junk food	จังก์ฟูด	ยังไม่มีในระบบ
junk mail	จังก์เมล	ยังไม่มีในระบบ
karat	กะรัต	
keen	คีน	
keep	คีป	ยังไม่มีในระบบ
key	คีย์	
keyboard	คีย์บอร์ด	
keycard	คีย์การ์ด	ยังไม่มีในระบบ
keynote	คีย์โน้ต	
keyword	คีย์เวิร์ด	
khaki	กากี	ยังไม่มีในระบบ
kick	คิก	
kid	คิด	
kidnap	คิดแนป	
kidney	คิดนีย์	
kilo	กิโล	ยังไม่มีในระบบ
kinship	คินชิป	
kiosk	คีออสก์	
kit	คิต	ยังไม่มีในระบบ
kitchen	คิตเชน	
knee	นี	
knife	ไนฟ์	
knight	ไนต์	
knit	นิต	
knock	น็อก	
knock-down	น็อกดาวน์	
knock-out	น็อกเอาต์	
knot	นอต	
know-how	โนว์ฮาว	
knowledge	นอลิดจ์	ยังไม่มีในระบบ
lab	แล็บ	
laboratory	แลบอราเทอรี	แลบอราทอรี
lacquer	แล็กเกอร์	
lactose	แล็กโทส	
lady	เลดี	ยังไม่มีในระบบ
landing	แลนดิง	ยังไม่มีในระบบ
landmark	แลนด์มาร์ก	
landscape	แลนด์สเกป	
lane	เลน	ยังไม่มีในระบบ
laser	เลเซอร์	
late	เลต	
latitude	ละติจูด	
laundry	ลอนดรี	
lava	ลาวา	
law	ลอว์	ยังไม่มีในระบบ
layout	เลย์เอาต์	
leader	ลีดเดอร์	
leading	ลีดดิง	
league	ลีก	ยังไม่มีในระบบ
lecture	เลกเชอร์	
leisure	เลเชอร์	
lens	เลนส์	
lesbian	เลสเบี้ยน	
level	เลเวล	ยังไม่มีในระบบ
liberty	ลิเบอร์ตี	
library	ไลบรารี	ยังไม่มีในระบบ
life	ไลฟ์	ยังไม่มีในระบบ
lifeguard	ไลฟ์การ์ด	
lifespan	ไลฟ์สแปน	
lifestyle	ไลฟ์สไตล์	
lift	ลิฟต์	
like	ไลก์	
limit	ลิมิต	
limited edition	ลิมิเตดอิดิชัน	ลิมิติดอิดิชัน
limousine	ลิมูซีน	
line	ไลน์	
linen	ลินิน	
link	ลิงก์	
lipstick	ลิปสติก	
lip-synch	ลิปซิงก์	ยังไม่มีในระบบ
list	ลิสต์	ยังไม่มีในระบบ
litre	ลิตร	
lobby	ลอบบี	ล็อบบี
lobbyist	ลอบบีอิสต์	
location	โลเคชัน	
lock	ล็อก	
locker	ล็อกเกอร์	
locket	ล็อกเกต	
lodge	ลอดจ์	
log	ล็อก	ยังไม่มีในระบบ
logarithm	ลอการิทึม	
logic	ลอจิก	
logo	โลโก	
longitude	ลองจิจูด	
long-term	ลองเทอม	
look	ลุก	
lord	ลอร์ด	
lot	ลอต	ล็อต
lotion	โลชัน	
lottery	ลอตเตอรี่	
lounge	เลานจ์	
love	เลิฟ	ยังไม่มีในระบบ
love scene	เลิฟซีน	ยังไม่มีในระบบ
lucky	ลักกี	
luxury	ลักเชอรี	
macaroni	มะกะโรนี	
machanic	เมคานิก	
machine	มาชีน	
macro	แมโคร	
madam	มาดาม	
mafia	มาเฟีย	ยังไม่มีในระบบ
mag	แม็ก	ยังไม่มีในระบบ
magazine	แมกาซีน	
magic	แมจิก	
mail	เมล	
mailbox	เมลบอกซ์	ยังไม่มีในระบบ
main	เมน	ยังไม่มีในระบบ
majesty	มาเจสตี	
major	เมเจอร์	ยังไม่มีในระบบ
make	เมก	
maker	เมกเกอร์	
make up	เมกอัป	
mall	มอล	
man	แมน	ยังไม่มีในระบบ
manage	แมเนจ	ยังไม่มีในระบบ
management	แมเนจเมนต์	
manager	แมเนเจอร์	ยังไม่มีในระบบ
mansion	แมนชัน	
manual	แมนวล	ยังไม่มีในระบบ
map	แมป	ยังไม่มีในระบบ
marathon	มาราทอน	มาราธอน
mark	มาร์ก	
marker	มาร์กเกอร์	
market	มาร์เก็ต	
marketing	มาร์เก็ตติง	ยังไม่มีในระบบ
mascara	แมสการา	ยังไม่มีในระบบ
mascot	แมสก็อต	
mask	มาสก์	
massage	แมสซาจ	
master	มาสเตอร์	
master key	มาสเตอร์คีย์	ยังไม่มีในระบบ
matador	มาทาดอร์	
match	แมตช์	
mate	เมต	
material	มาทีเรียล	
math	แมท	ยังไม่มีในระบบ
matrix	เมทริกซ์	
maturity	มาชัวริตี	ยังไม่มีในระบบ
max	แมกซ์	ยังไม่มีในระบบ
maximum	แมกซิมัม	ยังไม่มีในระบบ
mean	มีน	
measure	เมเชอร์	ยังไม่มีในระบบ
media	มีเดีย	
medley	เมดลีย์	
meeting	มีตติง	
melody	เมโลดี	
memory	เมโมรี	ยังไม่มีในระบบ
menses	เมนซีส	ยังไม่มีในระบบ
menthol	เมนทอล	
menu	เมนู	ยังไม่มีในระบบ
merge	เมิร์จ	
merit	เมริต	ยังไม่มีในระบบ
message	เมสเซจ	
messenger	เมสเซนเจอร์	ยังไม่มีในระบบ
meter	มิเตอร์	
method	เมทอด	
metre	เมตร	
metric	เมตริก	
micro	ไมโคร	ยังไม่มีในระบบ
microfilm	ไมโครฟิล์ม	
microphone	ไมโครโฟน	
microscope	ไม่โครสโกป	ยังไม่มีในระบบ
microwave	ไม่โครเวฟ	
midnight	มิดไนต์	
midterm	มิดเทอม	
midyear	มิดเยียร์	
migraine	ไมเกรน	ยังไม่มีในระบบ
mile	ไมล์	
millennium	มิลเลนเนียม	
millionaire	มิลเลียนแนร์	ยังไม่มีในระบบ
mind	ไมนด์	ยังไม่มีในระบบ
mineral	มิเนอรัล	ยังไม่มีในระบบ
mini	มินิ	
minibus	มินิบัส	ยังไม่มีในระบบ
minimart	มินิมาร์ต	
minimum	มินิมัม	
miniskirt	มินิสเกิร์ต	
mint	มินต์	ยังไม่มีในระบบ
miracle	มิราเคิล	ยังไม่มีในระบบ
missa	มิสซา	
missile	มิสไซล์	
mission	มิสชัน	
missionary	มิสชันนารี	
mob	ม็อบ	
mobile	โมไบล์	
model	มอเดล	ยังไม่มีในระบบ
modem	โมเดม	
modern	มอเดิร์น	
modify	มอดิฟาย	ยังไม่มีในระบบ
module	มอดูล	ยังไม่มีในระบบ
moisture	มอยส์เชอร์	
molecule	โมเลกุล	
moment	โมเมนต์	
momentum	โมเมนตัม	
monitor	มอนิเตอร์	
mono	โมโน	
monopoly	โมโนโพลี	
monorail	โมโนเรล	
monster	มอนสเตอร์	
monument	มอนิวเมนต์	
mood	มูด	
mop	ม็อป	
moral	มอรัล	
morphine	มอร์ฟีน	
motel	โมเทล	
motherland	มาเทอร์แลน์	ยังไม่มีในระบบ
motivation	โมทิเวชัน	
motor	มอเตอร์	
motorcyle	มอเตอร์ไซเคิล	
motorway	มอเตอร์เวย์	ยังไม่มีในระบบ
motto	มอตโต	
mount	เมานต์	
mountain	เมาน์เทน	
mouse	เมาส์	
mouth	เมาท์	
movement	มูฟเมนต์	
multi media	มัลติมีเดีย	
mummy	มัมมี	มัมมี่
museum	มิวเซียม	ยังไม่มีในระบบ
music	มิวซิก	
mustard	มัสตาร์ด	
nail	เนล	
name	เนม	
nation	เนชัน	
national	แนชันนัล	
native	เนทิฟ	
natural	แนเชอรัล	
navigator	แนวิเกเตอร์	
necktie	เนกไท	
need	นีด	
negative	เนกาทิฟ	ยังไม่มีในระบบ
neon	นีออน	
nerd	เนิร์ด	ยังไม่มีในระบบ
net	เน็ต	ยังไม่มีในระบบ
network	เน็ตเวิร์ก	
neutron	นิวตรอน	
next	เน็กซต์	
nice	ไนซ์	นีซ
night club	ไนต์คลับ	
no	โน	ยังไม่มีในระบบ
nobody	โนบอดี	ยังไม่มีในระบบ
nominee	นอมินี	ยังไม่มีในระบบ
noname	โนเนม	ยังไม่มีในระบบ
nonsense	นอนเซนส์	
nonstop	นอนสต็อป	
normal	นอร์มัล	
north	นอร์ท	
notation	โนเทชัน	
note	โน้ต	
notebook	โน้ตบุ๊ก	
notepad	โน้ตแพด	ยังไม่มีในระบบ
nought	นอต	ยังไม่มีในระบบ
nouveau	นูโว	
novel	นอเวล	
novice	นอวิซ	
nuclear	นิวเคลียร์	
nucleus	นิวเคลียส	
nude	นูด	
number	นัมเบอร์	
numeral	นิวเมอรัล	
nursery	เนิร์สเซอรี	
nut	นอต	ยังไม่มีในระบบ
nutrient	นิวเทรียนต์	
nylon	ไนลอน	
o.k.	โอเค	ยังไม่มีในระบบ
o.t.	โอที	ยังไม่มีในระบบ
oasis	โอเอซิส	
object	ออบเจกต์	ยังไม่มีในระบบ
off	ออฟ	ยังไม่มีในระบบ
office	ออฟฟิศ	
offline	ออฟไลน์	ยังไม่มีในระบบ
offside	ออฟไซด์	
ohm	โอห์ม	
oil	ออยล์	ยังไม่มีในระบบ
old maid	โอลด์เมด	
olympic	โอลิมปิก	
omelette	ออมเลต	ยังไม่มีในระบบ
one-way	วันเวย์	
online	ออนไลน์	
open	โอเพน	ยังไม่มีในระบบ
open-air	โอเพนแอร์	ยังไม่มีในระบบ
opening	โอเพนนิง	
opera	โอเปรา	
operation	ออเพอเรชัน	
operator	ออเพอเรเตอร์	
opinion	โอพินียน	ยังไม่มีในระบบ
option	ออปชัน	
oral	ออรัล	ยังไม่มีในระบบ
orange juice	ออเรนจ์จูซ	ยังไม่มีในระบบ
orangutan	อุรังอุตัง	
orchestra	ออร์เคสตรา	
orchid	ออร์คิด	
order	ออร์เดอร์	
organ	ออร์แกน	
organic	ออร์แกนิก	
organization	ออร์กาไนเซชัน	ยังไม่มีในระบบ
organizer	ออร์กาไนเซอร์	ออร์แกไนเซอร์
oriental	ออเรียนทัล	
orientation	ออเรียนเทชัน	
original	ออริจินัล	
ounce	ออนซ์	
out	เอาต์	ยังไม่มีในระบบ
outcome	เอาต์คัม	
outdoor	เอาต์ดอร์	
outlet	เอาต์เลต	
outline	เอาต์ไลน์	
output	เอาต์พุต	
outsize	เอาต์ไซซ์	ยังไม่มีในระบบ
outsource	เอาต์ซอร์ซ	ยังไม่มีในระบบ
over	โอเวอร์	
overdose	โอเวอร์โดส	
overheat	โอเวอร์ฮีต	โอเวอร์เฮด
overload	โอเวอร์โหลด	ยังไม่มีในระบบ
oversize	โอเวอร์ไซซ์	ยังไม่มีในระบบ
overtime	โอเวอร์ไทม์	
oxygen	ออกซิเจน	
ozone	โอโซน	
pack	แพ็ก	
package	แพ็กเกจ	
page	เพจ	ยังไม่มีในระบบ
pager	เพจเจอร์	
paint	เพนต์	
pajama	พาจามา	
palm	ปาล์ม	
pan	แพน	ยังไม่มีในระบบ
panorama	พาโนรามา	
panda	แพนดา	
panel	แพเนล	ยังไม่มีในระบบ
panic	แพนิก	ยังไม่มีในระบบ
pant	แพนต์	ยังไม่มีในระบบ
pantry	แพนทรี	
paper	เพเปอร์	
parade	พาเรด	
paradigm	พาราไดม์	
paragraph	พารากราฟ	ยังไม่มีในระบบ
paramount	พาราเมานต์	
paranoid	พารานอยด์	ยังไม่มีในระบบ
parasite	ปรสิต	ยังไม่มีในระบบ
park	พาร์ก	
parliament	พาร์เลียเมนต์	
parquet	ปาร์เกต์	
parsec	พาร์เซก	
part	พาร์ต	
part time	พาร์ตไทม์	
participation	พาร์ทิซิเพชัน	
partner	พาร์ตเนอร์	
party	ปาร์ตี	
pass	พาส	ยังไม่มีในระบบ
passion	แพสชัน	ยังไม่มีในระบบ
passport	พาสปอร์ต	
password	พาสเวิร์ด	
pasteurize	พาสเชอไรซ์	
pattern	แพตเทิร์น	
pay	เพย์	
payee	เพย์อี	
peak	พีก	
pearl	เพิร์ล	
penny	เพนนี	
penthouse	เพนต์เฮาส์	
percent	เปอร์เซ็นต์	
perfect	เพอร์เฟกต์	
period	พีเรียด	
personnel	เพอร์โซนัล	ยังไม่มีในระบบ
pH	พีเอช	ยังไม่มีในระบบ
phase	เฟส	ยังไม่มีในระบบ
phobia	โฟเบีย	
phone	โฟน	
phone-in	โฟนอิน	ยังไม่มีในระบบ
piano	เปียโน	
pickup	พิกอัป	
picnic	ปิกนิก	
picture	พิกเชอร์	
pigment	พิกเมนต์	
pint	ไพนต์	
pipe	ไพป์	
piquet	พิเคต	
place	เพลซ	
plague	เพลก	
plain	เพลน	ยังไม่มีในระบบ
plan	แพลน	
planet	แพลเนต	
planking	แพลงกิง	ยังไม่มีในระบบ
plaque	พลาก	
plasma	พลาสมา	
plaster	ปลาสเตอร์	
plastic	พลาสติก	
plate	เพลต	
platform	แพล็ตฟอร์ม	
platinum	แพลทินัม	
playback	เพลย์แบ็ก	ยังไม่มีในระบบ
playboy	เพลย์บอย	
plaza	พลาซา	ยังไม่มีในระบบ
plot	พล็อต	
plug	ปลั๊ก	
plus	พลัส	
pocket money	พ็อกเกตมันนี	ยังไม่มีในระบบ
pocketbook	พ็อกเกตบุ๊ก	
podium	โพเดียม	
poem	โพเอม	ยังไม่มีในระบบ
point	พ็อยนต์	
poker	โป๊กเกอร์	
policy	พอลิซี	
politics	พอลิติกส์	
poll	โพล	
polo	โปโล	
polyclinic	พอลีคลินิก	
pool	พูล	
pop	พ็อป	พอป
popcorn	พอปคอร์น	พ็อปคอร์น
pope	โป๊ป	โพป
poppy	พอปปี	
popular	พอปพิวลาร์	พ็อปพิวลาร์
portfolio	พอร์ตโฟลิโอ	
pose	โพส	
positive	พอซิทิฟ	
possible	พอสซิเบิล	
post	โพสต์	
postcard	โปสการ์ด	
poster	โพสเตอร์	
post-it	โพสต์อิต	ยังไม่มีในระบบ
postscript	โพสต์สกริปต์	
posture	พอสเชอร์	ยังไม่มีในระบบ
pound	ปอนด์	
powder	พาวเดอร์	
power	พาวเวอร์	เพาว์เออร์
practice	แพร็กทิซ	
procedure	โพรซีเดอร์	ยังไม่มีในระบบ
premium	พรีเมียม	
pre-order	พรีออเดอร์	ยังไม่มีในระบบ
present	พรีเซนต์	
presentation	พรีเซนเทชัน	ยังไม่มีในระบบ
presenter	พรีเซนเตอร์	
president	เพรซิเดนต์	
press conference	เพรสคอนเฟอเรนซ์	
pretest	พรีเทสต์	ยังไม่มีในระบบ
pretty	พริตตี	
preview	พรีวิว	ยังไม่มีในระบบ
prewedding	พรีเวดดิง	ยังไม่มีในระบบ
primary	ไพรมารี	
prime time	ไพรม์ไทม์	
prince	พรินซ์	
principle	พรินซิเพิล	
print	พรินต์	
printer	พรินเตอร์	
prism	ปริซึม	
private	ไพรเวต	
prize	ไพรซ์	
pro	โพร	ยังไม่มีในระบบ
problem	พรอเบลม	
process	โพรเซส	ยังไม่มีในระบบ
producer	โพรดิวเซอร์	
product	โพรดักต์	พรอดักต์
production	โพรดักชัน	ยังไม่มีในระบบ
professional	โพรเฟสชันนัล	
professor	โพรเฟสเซอร์	
profile	โพรไฟล์	
profit	โพรฟิต	ยังไม่มีในระบบ
program	โปรแกรม	
programmer	โปรแกรมเมอร์	ยังไม่มีในระบบ
project	โพรเจกต์	
projector	โพรเจกเตอร์	
promise	พรอมิส	
promote	โพรโมต	
promotion	โพรโมชัน	
proof	ปรู๊ฟ	
property	พรอเพอร์ตี	ยังไม่มีในระบบ
protect	โพรเทกต์	ยังไม่มีในระบบ
protestant	โปรเตสแตนต์	
protocol	โพรโทคอล	ยังไม่มีในระบบ
proud	พราวด์	
psycho	ไซโค	ยังไม่มีในระบบ
pub	ผับ	
public	พับบลิก	
publishing	พับลิชชิง	ยังไม่มีในระบบ
pump	ปั๊ม	
puppy love	พัปปีเลิฟ	ยังไม่มีในระบบ
pure	เพียวร์	
pyramid	พีระมิด	
quality	ควอลิตี	ยังไม่มีในระบบ
quantum	ควอนตัม	
quantity	ควอนทิตี	
quart	ควอร์ต	ยังไม่มีในระบบ
quarter	ควอร์เตอร์	
quartz	ควอตซ์	
queen	ควีน	
questionnaire	เควสชันแนร์	
queue	คิว	
quick	ควิก	ยังไม่มีในระบบ
quinine	ควินิน	
quit	ควิต	
quiz	ควิซ	
quota	โควตา	
quotation	โควเทชัน	
quote	โควต	
race	เรซ	
racing	เรซซิง	
racket	แร็กเกต	
radar	เรดาร์	
radio	เรดีโอ	
rally	แรลลี	
range	เรนจ์	ยังไม่มีในระบบ
rate	เรต	
rating	เรตติง	
reaction	รีแอกชัน	
reader	รีดเดอร์	ยังไม่มีในระบบ
ready	เรดี	
realist	เรียลิสต์	
reality	เรียลิตี	ยังไม่มีในระบบ
recall	รีคอล	
receipt	รีซีต	
reception	รีเซปชัน	
record	เร็กคอร์ด	
recruit	รีครูต	ยังไม่มีในระบบ
recycle	รีไซเคิล	
reduce	รีดิวซ์	ยังไม่มีในระบบ
reengineering	รีเอนจิเนียริง	
reference	เรเฟอเรนซ์	
refill	รีฟิล	
reflect	รีเฟลกต์	ยังไม่มีในระบบ
reflex	รีเฟลกซ์	ยังไม่มีในระบบ
refresh	รีเฟรช	ยังไม่มีในระบบ
refund	รีฟันด์	
register	รีจิสเตอร์	ยังไม่มีในระบบ
reject	รีเจกต์	
relate	รีเลต	ยังไม่มีในระบบ
relax	รีแลกซ์	
relay	รีเลย์	
remark	รีมาร์ก	ยังไม่มีในระบบ
rematch	รีแมตช์	ยังไม่มีในระบบ
remote	รีโมต	ยังไม่มีในระบบ
remote control	รีโมตคอนโทรล	
renew	รีนิว	ยังไม่มีในระบบ
renovate	รีโนเวต	
rent	เรนต์	
repair	รีแพร์	ยังไม่มีในระบบ
repeat	รีพีต	ยังไม่มีในระบบ
replay	รีเพลย์	ยังไม่มีในระบบ
report	รีพอร์ต	ยังไม่มีในระบบ
reporter	รีพอร์ตเตอร์	ยังไม่มีในระบบ
reprint	รีพรินต์	ยังไม่มีในระบบ
request	รีเควสต์	
research	รีเซิร์ช	
reserve	รีเซิร์ฟ	ยังไม่มีในระบบ
resort	รีสอร์ต	ยังไม่มีในระบบ
response	เรสปอนส์	ยังไม่มีในระบบ
restaurant	เรสเตอรองต์	
restroom	เรสต์รูม	ยังไม่มีในระบบ
retail	รีเทล	ยังไม่มีในระบบ
retire	รีไทร์	ยังไม่มีในระบบ
retirement	รีไทร์เมนต์	
retouch	รีทัช	ยังไม่มีในระบบ
return	รีเทิร์น	
reuse	รียูส	ยังไม่มีในระบบ
review	รีวิว	
rewind	รีไวนด์	
ribbon	ริบบิ้น	
ringside	ริงไซด์	ยังไม่มีในระบบ
rinse	รินส์	
road map	โรดแมป	ยังไม่มีในระบบ
road show	โรดโชว์	ยังไม่มีในระบบ
roaming	โรมมิง	ยังไม่มีในระบบ
robot	โรบ็อต	
rock	ร็อก	
rock and roll	ร็อกแอนด์โรล	
rococo	โรโกโก	
role	โรล	
roll	โรล	ยังไม่มีในระบบ
roman	โรมัน	
romance	โรแมนซ์	
romantic	โรแมนติก	
roommate	รูมเมต	
root	รูต	
rotary	โรตารี	
roulette	รูเลต	รูเล็ตต์
round	ราวนด์	
routine	รูทีน	ยังไม่มีในระบบ
royal	รอยัล	
royalist	รอยัลลิสต์	ยังไม่มีในระบบ
rugby	รักบี้	
run	รัน	ยังไม่มีในระบบ
runway	รันเวย์	
sad	แซด	ยังไม่มีในระบบ
sadist	ซาดิสต์	ยังไม่มีในระบบ
safari	ซาฟารี	
safari park	ซาฟารีพาร์ก	ยังไม่มีในระบบ
safe	เซฟ	
safe house	เซฟเฮาส์	ยังไม่มีในระบบ
safeguard	เซฟการ์ด	ยังไม่มีในระบบ
safety	เซฟตี	
safety belt	เซฟตีเบลต์	
safety first	เซฟตีเฟิร์ส	ยังไม่มีในระบบ
safety net	เซฟตีเน็ต	ยังไม่มีในระบบ
safety zone	เซฟตีโซน	ยังไม่มีในระบบ
said	เซด	ยังไม่มีในระบบ
saint	เซนต์	ยังไม่มีในระบบ
salad	สลัด	ยังไม่มีในระบบ
salary	ซาลารี	ยังไม่มีในระบบ
sale	เซล	
sales office	เซลส์ออฟฟิศ	ยังไม่มีในระบบ
salesman	เซลส์แมน	
saloon	ซาลูน	
salute	สลุต	
salvo	ซัลโว	ยังไม่มีในระบบ
same	เซม	ยังไม่มีในระบบ
sample	แซมเพิล	ยังไม่มีในระบบ
sampling	แซมพลิง	ยังไม่มีในระบบ
sanction	แซงก์ชัน	
sanctuary	แซงก์ชัวรี	ยังไม่มีในระบบ
sandal	แซนดัล	
sandbag	แซนแบก	ยังไม่มีในระบบ
sandpaper	แซนด์เพเปอร์	ยังไม่มีในระบบ
sandstone	แซนด์สโตน	ยังไม่มีในระบบ
sandwich	แซนด์วิช	
santa	ซานตา	ยังไม่มีในระบบ
sapphire	แซฟไฟร์	แซปไฟร์
satellite	แซตเทลไลต์	ยังไม่มีในระบบ
satin	ซาติน	
sauce	ซอส	
sauna	เซานา	
save	เซฟ	ยังไม่มีในระบบ
sax	แซกซ์	
saxophone	แซ็กโซโฟน	
scaffolding	สแกฟโฟลดิง	ยังไม่มีในระบบ
scale	สเกล	
scan	สแกน	
scapegoat	สเกปโกต	ยังไม่มีในระบบ
scene	ซีน	
scent	เซนต์	
schedule	สเกจูล	ยังไม่มีในระบบ
scheme	สกีม	
scholar	สกอลาร์	
scholarship	สกอลาร์ชิป	
school	สกูล	
science	ไซเอนซ์	
scoop	สกูป	
scope	สโกป	
score	สกอร์	
score board	สกอร์บอร์ด	ยังไม่มีในระบบ
scout	สเกาต์	ยังไม่มีในระบบ
scramble	สแกรมเบิล	ยังไม่มีในระบบ
screen	สกรีน	
screen test	สกรีนเทสต์	ยังไม่มีในระบบ
screw	สกรูว์	
screwdriver	สกรูว์ไดรฟ์เวอร์	ยังไม่มีในระบบ
script	สกริปต์	
scroll	สโกรล	ยังไม่มีในระบบ
scrum	สกรัม	ยังไม่มีในระบบ
sea view	ซีวิว	ยังไม่มีในระบบ
seafood	ซีฟูด	
seal	ซีล	
search	เซิร์ช	
season	ซีซัน	
season ticket	ซีซันทิกเกต	ยังไม่มีในระบบ
seasoning	ซีซันนิง	ยังไม่มีในระบบ
seat belt	ซีตเบลต์	ยังไม่มีในระบบ
sec	เซ็ก	
secondhand	เซกคันด์แฮนด์	
second-rate	เซกคันด์เรต	ยังไม่มีในระบบ
secret	ซีเคร็ต	
security	ซีเคียวริตี	
security guard	ซีเคียวริตีการ์ด	ยังไม่มีในระบบ
sedan	ซีแดน	ยังไม่มีในระบบ
see through	ซีทรู	ยังไม่มีในระบบ
seed money	ซีดมันนี	ยังไม่มีในระบบ
seesaw	ซีซอว์	ยังไม่มีในระบบ
segment	เซกเมนต์	
select	ซีเลกต์	
self-confidence	เซลฟ์คอนฟิเดนซ์	ยังไม่มีในระบบ
selfie	เซลฟี	
self-interest	เซลฟ์อินเทอเรสต์	ยังไม่มีในระบบ
selfish	เซลฟิช	ยังไม่มีในระบบ
self-service	เซลฟ์เซอร์วิซ	ยังไม่มีในระบบ
