dissociation	การสูญเสียความสามารถด้านโยงความคิด	จิตวิทยา	
dissociation	การแตกแยก	จิตวิทยา	
dissociative disorder	โรคดิสโซซิเอทิฟ	จิตวิทยา	
Dissociative Identity Disorder (DID)	โรคบุคลิกภาพหลายแบบในบุคคลเดียวกัน	จิตวิทยา	
distorted propaganda	การโฆษณาชวนเชื่อแบบบิดเบือน	จิตวิทยา	
distortion	การบิดเบือน	จิตวิทยา	
distraction-conflict theory	ทฤษฎีหันเหและความขัดแย้ง	จิตวิทยา	
distributive justice	ความยุติธรรมด้านการกระจาย	จิตวิทยา	
dizygotic twins	แฝดคล้าย	จิตวิทยา	
dizygotic twins	แฝดต่างไข่	จิตวิทยา	
fraternal twins	แฝดคล้าย	จิตวิทยา	
fraternal twins	แฝดต่างไข่	จิตวิทยา	
doctrine	ลัทธิ	จิตวิทยา	
doctrine	คำสอน	จิตวิทยา	
dogma	การบังคับให้เชื่อ	จิตวิทยา	
dogma	คำสอนต้องเชื่อ	จิตวิทยา	
dogmatic	การยัดเยียดความคิด	จิตวิทยา	
dogmatism	การมีทัศนะแบบยึดมั่นถือมั่น	จิตวิทยา	
dogmatism scale	มาตรวัดทัศนะแบบยึดมั่นถือมั่น	จิตวิทยา	
domestic intelligence	ข่าวกรองในประเทศ	จิตวิทยา	
door-in-the-face technique	เทคนิคการขอมากก่อนแล้วขอน้อยทีหลัง	จิตวิทยา	
DOT (Dictionary of Occupational Titles)	ดีโอที	จิตวิทยา	
dotting test	แบบทดสอบสร้างจุด	จิตวิทยา	
double approach-avoidance conflict	ความขัดแย้งในใจแบบเข้าหาและหลีกหนีทวีคูณ	จิตวิทยา	
downsizing	การลดขนาดหน่วยงาน	จิตวิทยา	
Down’s syndrome	กลุ่มอาการดาวน์	จิตวิทยา	
downward social comparison	การเปรียบเทียบทางสังคมกับคนที่ด้อยกว่า	จิตวิทยา	
dream	ความฝัน	จิตวิทยา	
dream interpretation	การตีความหมายความฝัน	จิตวิทยา	
drive	แรงขับ	จิตวิทยา	
drive reduction	การลดแรงขับ	จิตวิทยา	
drive-reduction hypothesis	สมมติฐานลดแรงขับ	จิตวิทยา	
drive-reduction theory	ทฤษฎีลดแรงขับ	จิตวิทยา	
drive theory of social facilitation	ทฤษฎีแรงขับในการหนุนจากสังคม	จิตวิทยา	
DSM (Diagnostic and Statistical Manual of Mental Disorders)	ดีเอสเอ็ม	จิตวิทยา	
dual personality	บุคลิกภาพสองแบบในบุคคลเดียวกัน	จิตวิทยา	
dull	ทึบ	จิตวิทยา	
dull normal	ทึบปรกติ	จิตวิทยา	
duty fear	ความหวาดกลัวในหน้าที่	จิตวิทยา	
duty motive	แรงจูงใจจากหน้าที่	จิตวิทยา	
dyadic behavior	พฤติกรรมลูกโซ่	จิตวิทยา	
Dynamic Psychiatry	จิตเวชพลวัต	จิตวิทยา	
Dynamic Psychology	จิตวิทยาพลวัต	จิตวิทยา	
dynamic theory	ทฤษฎีพลวัต	จิตวิทยา	
EAP (Employee Assistance Program) อีเอพี	(โปรแกรมการช่วยเหลือพนักงาน	จิตวิทยา	
EAP (Employee Assistance Program) อีเอพี	โปรแกรมการช่วยเหลือลูกจ้าง)	จิตวิทยา	
eco-feminism	สตรีนิยมนิเวศ	จิตวิทยา	
eco-feminism	สิทธิสตรีนิเวศ	จิตวิทยา	
Ecological Psychology	จิตวิทยานิเวศ	จิตวิทยา	
ECT (Electroconvulsive Therapy)	อีซีที	จิตวิทยา	
ectoderm	เอ็กโทเดิร์ม	จิตวิทยา	
ectomorphy	เอ็กโทมอร์ฟี	จิตวิทยา	
Edipus complex	ปมเอดิปัส	จิตวิทยา	
Edipus complex	ปมโอดิปุส	จิตวิทยา	
Oedipus complex	ปมเอดิปัส	จิตวิทยา	
Oedipus complex	ปมโอดิปุส	จิตวิทยา	
Educational Psychology	จิตวิทยาการศึกษา	จิตวิทยา	
EEG (Electroencephalo Graph)	อีอีจี	จิตวิทยา	
effectiveness of target	ประสิทธิผลของกลุ่มเป้าหมาย	จิตวิทยา	
efficacy expectation	ความคาดหวังเกี่ยวกับความสามารถของตน	จิตวิทยา	
ego	ตน	จิตวิทยา	
ego	อีโก	จิตวิทยา	
ego-alien	ความแปลกแยกในตน	จิตวิทยา	
ego analysis	การวิเคราะห์ตน	จิตวิทยา	
ego cathexis	การปลดปล่อยแรงขับในตน	จิตวิทยา	
egocentric	การยึดตนเป็นศูนย์กลาง	จิตวิทยา	
ego-defensive function of attitude	หน้าที่ของเจตคติด้านการป้องกันตน	จิตวิทยา	
ego disintegration	การแตกสลายในตน	จิตวิทยา	
ego-dystonic	ความขัดแย้งที่มีอยู่ในตน	จิตวิทยา	
ego failure	ความล้มเหลวแห่งตน	จิตวิทยา	
ego ideal	อุดมการณ์แห่งตน	จิตวิทยา	
ego instinct	สัญชาตญาณแห่งตน	จิตวิทยา	
ego-integrity	การมีศักดิ์ศรีแห่งตน	จิตวิทยา	
ego-integrity	บูรณภาพแห่งตน	จิตวิทยา	
ego libido	พลังลิบีโด	จิตวิทยา	
ego psychology	จิตวิทยาแห่งตน	จิตวิทยา	
ego strength (ES)	พลังแห่งตน	จิตวิทยา	
ego-syntonic	ความกลมกลืนแห่งตน	จิตวิทยา	
elaboration-likelihood model of persuasion	รูปแบบความเป็นไปได้ของการขยายความในการโน้มน้าวใจ	จิตวิทยา	
elation	อารมณ์ครึกครื้น	จิตวิทยา	
Electra complex	ปมอิเล็กตรา	จิตวิทยา	
Electroconvulsive Therapy (ECT)	การรักษาด้วยไฟฟ้า	จิตวิทยา	
Electroencephalo Graph (EEG)	เครื่องบันทึกคลื่นไฟฟ้าสมอง	จิตวิทยา	
Electroshock Therapy (EST)	การรักษาด้วยไฟฟ้า	จิตวิทยา	
embedded figure	ภาพที่ซ่อนเร้น	จิตวิทยา	
embryo	เอ็มบริโอ	จิตวิทยา	
emergent leader	ผู้นำโดยสถานการณ์	จิตวิทยา	
emotion	อารมณ์	จิตวิทยา	
emotional cognition	การรู้คิดทางอารมณ์	จิตวิทยา	
emotional conflict	ความขัดแย้งทางอารมณ์	จิตวิทยา	
emotional decompensation	การระเบิดทางอารมณ์	จิตวิทยา	
emotional disorder	ความผิดปรกติทางอารมณ์	จิตวิทยา	
emotional divorce	อารมณ์ร้างรา	จิตวิทยา	
emotional-focused coping	การแก้ปัญหาโดยมุ่งจัดการกับอารมณ์	จิตวิทยา	
emotional immaturity	อารมณ์ที่ขาดวุฒิภาวะ	จิตวิทยา	
emotional instability	อารมณ์แปรปรวน	จิตวิทยา	
emotional intelligence	เชาวน์อารมณ์	จิตวิทยา	
Emotionally-Unstable Character Disorder (EUCD)	อาการผิดปรกติที่ขาดความมั่นคงทางอารมณ์	จิตวิทยา	
emotionally-unstable personality	บุคลิกภาพขาดความมั่นคงทางอารมณ์	จิตวิทยา	
Emotional Quotient (EQ)	ความฉลาดทางอารมณ์	จิตวิทยา	
emotional release	การปลดปล่อยทางอารมณ์	จิตวิทยา	
emotional security	ความปลอดภัยทางอารมณ์	จิตวิทยา	
emotional stability	ความมั่นคงทางอารมณ์	จิตวิทยา	
emotional stress	ความเครียดทางอารมณ์	จิตวิทยา	
emotional stupor	ความซึมเซาทางอารมณ์	จิตวิทยา	
emotional support	การประคับประคองทางอารมณ์	จิตวิทยา	
emotional tension	ความตึงเครียดทางอารมณ์	จิตวิทยา	
emotive technique	วิธีการบำบัดอารมณ์	จิตวิทยา	
empathy	การรู้ซึ้งถึงความรู้สึก	จิตวิทยา	
Empirical Psychology	จิตวิทยาเชิงประจักษ์	จิตวิทยา	
employee	ลูกจ้าง	จิตวิทยา	
employee appraisal	การประเมินลูกจ้าง	จิตวิทยา	
employee evaluation	การประเมินลูกจ้าง	จิตวิทยา	
Employee Assistance Program (EAP)	โปรแกรมการช่วยเหลือพนักงาน	จิตวิทยา	
Employee Assistance Program (EAP)	โปรแกรมการช่วยเหลือลูกจ้าง	จิตวิทยา	
employee comparison technique	เทคนิคการจัดอันดับลูกจ้าง	จิตวิทยา	
employee evaluation	การประเมินลูกจ้าง	จิตวิทยา	
employee appraisal	การประเมินลูกจ้าง	จิตวิทยา	
employee selection	การคัดเลือกลูกจ้าง	จิตวิทยา	
employment discrimination	การเลือกปฏิบัติในการจ้างงาน	จิตวิทยา	
employment interview	การสัมภาษณ์การจ้างงาน	จิตวิทยา	
Employment Psychology	จิตวิทยาการจ้างงาน	จิตวิทยา	
empowerment	การให้อำนาจ	จิตวิทยา	
enacted role	บทบาทที่ปฏิบัติ	จิตวิทยา	
encounter	ประจันหน้า	จิตวิทยา	
encounter exercises	การฝึกการประจันหน้า	จิตวิทยา	
encounter group	กลุ่มประจันหน้า	จิตวิทยา	
encounter movement	ความเคลื่อนไหวกลุ่มเผชิญหน้า	จิตวิทยา	
encouragement therapy	การบำบัดด้วยการเสริมกำลังใจ	จิตวิทยา	
end	เป้าหมาย	จิตวิทยา	
end	ส่วนสุดท้าย	จิตวิทยา	
end	ปลาย	จิตวิทยา	
endoderm	เอ็นโดเดิร์ม	จิตวิทยา	
endogamy	การสมรสในกลุ่ม	จิตวิทยา	
endomorphy	เอ็นโดมอร์ฟี	จิตวิทยา	
Engendering Psychology	จิตวิทยาความหลากหลาย	จิตวิทยา	
Engineering Psychology	จิตวิทยาวิศวกรรม	จิตวิทยา	
enrichment	การเพิ่มคุณค่า	จิตวิทยา	
Environmental Psychology	จิตวิทยาสิ่งแวดล้อม	จิตวิทยา	
environmental stress	ความเครียดจากสิ่งแวดล้อม	จิตวิทยา	
envy	ความอิจฉา	จิตวิทยา	
EPI (Eysenck Personality Inventory)	อีพีไอ	จิตวิทยา	
EQ (Emotional Quotient)	อีคิว	จิตวิทยา	
equal-appearing intervals scale	มาตรช่วงปรากฏเท่ากัน	จิตวิทยา	
equal-status contact	การติดต่อโดยสถานภาพเท่าเทียมกัน	จิตวิทยา	
equilibration	ความสมดุล	จิตวิทยา	
equity	สมธรรม	จิตวิทยา	
ergonomics	การยศาสตร์	จิตวิทยา	
ergonomics	เออร์โกโนมิกส์	จิตวิทยา	
ergonomist	นักการยศาสตร์	จิตวิทยา	
Eros	อีรอส	จิตวิทยา	
eroticism	อีโรทิซิซึม	จิตวิทยา	
escalation of aggression	การเพิ่มความก้าวร้าว	จิตวิทยา	
escalation of commitment	การเพิ่มขึ้นของความผูกมัด	จิตวิทยา	
ES (ego strength)	อีเอส	จิตวิทยา	
ESP (Extrasensory Perception)	อีเอสพี	จิตวิทยา	
EST (Electroshock Therapy)	อีเอสที	จิตวิทยา	
ethical conflict	ความขัดแย้งทางจริยธรรม	จิตวิทยา	
ethical dilemma	ภาวะยุ่งยากสองด้านทางจริยธรรม	จิตวิทยา	
EUCD (Emotionally-Unstable Character Disorder)	อียูซีดี	จิตวิทยา	
evaluation	การประเมินค่า	จิตวิทยา	
evaluative belief	ความเชื่อเชิงประเมิน	จิตวิทยา	
eversion theory of aging	ทฤษฎีพลิกผันของวัยสูงอายุ	จิตวิทยา	
evolution	วิวัฒนาการ	จิตวิทยา	
excitation transfer	การถ่ายโอนความตื่นเต้น	จิตวิทยา	
excitement	ความตื่นเต้น	จิตวิทยา	
exhibitionism	โรคชอบอวดอวัยวะเพศ	จิตวิทยา	
exhibitionism	พวกอวดแสดงตน	จิตวิทยา	
exhibitionist	ผู้ชอบเปิดเผยเรือนร่าง	จิตวิทยา	
existential analysis	การวิเคราะห์อัตถิภาวะ	จิตวิทยา	
existential counseling	การให้บริการปรึกษาแบบอัตถิภาวนิยม	จิตวิทยา	
Existential Psychology	จิตวิทยาอัตถิภาวะ	จิตวิทยา	
existential therapy	การบำบัดอัตถิภาวะ	จิตวิทยา	
exoteric	ความหมายพื้นผิว	จิตวิทยา	
expatriate	ผู้บริหารต่างชาติ	จิตวิทยา	
Expectancy Theory	ทฤษฎีความคาดหวัง	จิตวิทยา	
experiment	การทดลอง	จิตวิทยา	
Experimental Psychology	จิตวิทยาการทดลอง	จิตวิทยา	
explanatory style	รูปแบบการอธิบาย	จิตวิทยา	
explicit behavior	พฤติกรรมเปิดเผยตรงไปตรงมา	จิตวิทยา	
expressive therapy	การบำบัดผ่านการแสดงออก	จิตวิทยา	
external attribution	การอนุมานสาเหตุภายนอก	จิตวิทยา	
external frustration	ความคับข้องใจที่เกิดจากสิ่งเร้าภายนอก	จิตวิทยา	
external inhibition	การยับยั้งภายนอก	จิตวิทยา	
externalization	การผันสู่ภายนอก	จิตวิทยา	
extinction	การหยุดพฤติกรรม	จิตวิทยา	
extrapsychic conflict	ความขัดแย้งภายนอกจิตใจ	จิตวิทยา	
Extrasensory Perception (ESP)	การรับรู้พิเศษ	จิตวิทยา	
extraversion	บุคลิกภาพแบบเปิดเผย	จิตวิทยา	
extroversion	บุคลิกภาพแบบเปิดเผย	จิตวิทยา	
extrinsic motivation	แรงจูงใจภายนอก	จิตวิทยา	
extrinsic motivation	แรงจูงใจนอกตัวกิจกรรม	จิตวิทยา	
extroversion	บุคลิกภาพแบบเปิดเผย	จิตวิทยา	
extraversion	บุคลิกภาพแบบเปิดเผย	จิตวิทยา	
eye contact	การประสานสายตา	จิตวิทยา	
Eysenck Personality Inventory (EPI)	แบบสำรวจบุคลิกภาพโดยไอเซนก์	จิตวิทยา	
fables test	แบบทดสอบเล่านิทาน	จิตวิทยา	
face	หน้า	จิตวิทยา	
face recognition	การระลึกหน้า	จิตวิทยา	
face-to-face group	กลุ่มที่มีขนาดเล็ก	จิตวิทยา	
face validity	ความตรงตามลักษณะของเครื่องมือวัด	จิตวิทยา	
Facial Action Coding System (FACS)	ระบบจำแนกการแสดงทางสีหน้า	จิตวิทยา	
facial display	การแสดงออกทางอารมณ์ผ่านสีหน้า	จิตวิทยา	
facial expressions	การแสดงออกทางสีหน้า	จิตวิทยา	
facilitator	ผู้เอื้ออำนวยให้กลุ่ม	จิตวิทยา	
FACS (Facial Action Coding System)	เอฟเอซีเอส	จิตวิทยา	
fact memory	ความจำถึงข้อเท็จจริง	จิตวิทยา	
factor	องค์ประกอบ	จิตวิทยา	
factor	ปัจจัย	จิตวิทยา	
factor analysis	การวิเคราะห์องค์ประกอบ	จิตวิทยา	
factorial theory of personality	ทฤษฎีวิเคราะห์องค์ประกอบบุคลิกภาพ	จิตวิทยา	
Faculty Psychology	จิตวิทยาพลังด้านสมองและจิตใจ	จิตวิทยา	
failure	ความล้มเหลว	จิตวิทยา	
faith	ศรัทธา	จิตวิทยา	
false consensus effect	ผลความเห็นพ้องที่ผิด	จิตวิทยา	
false-negative cases	กรณีผิดทางลบ	จิตวิทยา	
false-positive cases	กรณีผิดทางบวก	จิตวิทยา	
false uniqueness effect	ผลเอกลักษณ์เฉพาะตนที่ผิด	จิตวิทยา	
family interaction method	วิธีการปฏิสัมพันธ์ในครอบครัว	จิตวิทยา	
family therapy	ครอบครัวบำบัด	จิตวิทยา	
family values	ค่านิยมของครอบครัว	จิตวิทยา	
fantasy	เพ้อฝัน	จิตวิทยา	
Fascism-Scale (F-Scale)	มาตรวัดเผด็จการ	จิตวิทยา	
father complex	ปมปิตุฆาต	จิตวิทยา	
father complex	ปมบิดา	จิตวิทยา	
father-daughter incest	การสมสู่ระหว่างพ่อกับลูกสาว	จิตวิทยา	
father figure	ตัวแทนพ่อ	จิตวิทยา	
father surrogate	พ่อทดแทน	จิตวิทยา	
fear	ความกลัว	จิตวิทยา	
feature profile test	แบบทดสอบการประกอบภาพ	จิตวิทยา	
Fechner’s law	กฎของเฟชเนอร์	จิตวิทยา	
feedback	ผลสะท้อนกลับ	จิตวิทยา	
feedback	การป้อนกลับ	จิตวิทยา	
feeling	ความรู้สึก	จิตวิทยา	
feelings of guilt	ความรู้สึกผิด	จิตวิทยา	
guilt feelings	ความรู้สึกผิด	จิตวิทยา	
sense of guilt	ความรู้สึกผิด	จิตวิทยา	
feelings of inferiority	ความรู้สึกด้อย	จิตวิทยา	
inferiority feelings	ความรู้สึกด้อย	จิตวิทยา	
feelings of superiority	ความรู้สึกเขื่อง	จิตวิทยา	
feelings of superiority	ความรู้สึกเด่น	จิตวิทยา	
superiority feelings	ความรู้สึกเขื่อง	จิตวิทยา	
superiority feelings	ความรู้สึกเด่น	จิตวิทยา	
femininity	ความเป็นหญิง	จิตวิทยา	
fetal period	ช่วงอายุตัวอ่อน	จิตวิทยา	
fetishism	การเกิดอารมณ์เพศจากสิ่งเฉพาะ	จิตวิทยา	
fetus	ตัวอ่อน	จิตวิทยา	
fidelity	ความจงรักภักดี	จิตวิทยา	
fidelity	ความเที่ยงตรง	จิตวิทยา	
field	สนาม	จิตวิทยา	
field	ขอบเขต	จิตวิทยา	
field dependence-independence	ขอบเขตการรับรู้ของบุคคลที่พึ่งพาและไม่พึ่งพาสิ่งแวดล้อม	จิตวิทยา	
field experiment	การทดลองในสนาม	จิตวิทยา	
field study	การศึกษาภาคสนาม	จิตวิทยา	
field theory	ทฤษฎีสนาม	จิตวิทยา	
field work	งานสนาม	จิตวิทยา	
figural evaluation	การประเมินค่าของภาพ	จิตวิทยา	
figural production	ผลิตผลภาพความรู้สึก	จิตวิทยา	
figure and ground	ภาพและพื้น	จิตวิทยา	
filial maturity	วุฒิภาวะสืบทอด	จิตวิทยา	
filled-space illusion	การลวงตาที่ใช้การเติมเต็มในช่องว่าง	จิตวิทยา	
final-offer arbitration	การอนุญาโตตุลาการข้อเสนอสุดท้าย	จิตวิทยา	
finger maze	การแก้ปัญหาเขาวงกตโดยใช้นิ้วมือ	จิตวิทยา	
first impressions	ความประทับใจครั้งแรก	จิตวิทยา	
fishbowl technique	เทคนิคฟิชโบวล์	จิตวิทยา	
fixation	การยึดติด	จิตวิทยา	
fixation	การจดจ่อ	จิตวิทยา	
fixed belief	ความเชื่อยึดติด	จิตวิทยา	
fixed effects fallacy	ความผิดพลาดที่เกิดจากการเหมาสรุป	จิตวิทยา	
fixed idea	ความคิดยึดติด	จิตวิทยา	
fixed role therapy	การบำบัดโดยการกำหนดบทบาทแบบตายตัว	จิตวิทยา	
FJA (Functional Job Analysis)	เอฟเจเอ	จิตวิทยา	
flexible work hour	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flexitime	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flextime	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flexiplace	สถานที่ทำงานที่ยืดหยุ่น	จิตวิทยา	
flexitime	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flexible work hours	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flextime	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flex schedule	ตารางเวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flextime	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flexible work hours	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flexitime	เวลาทำงานที่ยืดหยุ่น	จิตวิทยา	
flight	การหลบหนี	จิตวิทยา	
flight from reality	การหลบหนีความจริง	จิตวิทยา	
flight into reality	การหลบหนีสู่ความจริง	จิตวิทยา	
floating affect	อารมณ์ถ่ายโอน	จิตวิทยา	
floating anxiety	ความวิตกกังวลที่เลื่อนลอย	จิตวิทยา	
flowing consciousness	ความใจลอย	จิตวิทยา	
fluctuation	การกระเพื่อม	จิตวิทยา	
fluctuation	การขึ้น ๆ ลง ๆ	จิตวิทยา	
fluctuation	ความไม่คงที่	จิตวิทยา	
fluctuation of attention	ความใส่ใจที่ไม่คงที่	จิตวิทยา	
folk devils	มารชาวบ้าน	จิตวิทยา	
Folk Psychology	จิตวิทยาพื้นบ้าน	จิตวิทยา	
follow-up counseling	การติดตามผลการให้บริการปรึกษา	จิตวิทยา	
foot-in-the-door technique	เทคนิคการขอน้อยก่อนแล้วขอมากทีหลัง	จิตวิทยา	
forced-choice technique	เทคนิคการบังคับเลือก	จิตวิทยา	
forced distribution technique	เทคนิคการบังคับให้กระจาย	จิตวิทยา	
Forensic Psychology	นิติจิตวิทยา	จิตวิทยา	
Legal Psychology	นิติจิตวิทยา	จิตวิทยา	
forestalling	การชิงโฆษณาก่อน	จิตวิทยา	
forgetting	การลืม	จิตวิทยา	
formal operational stage	ขั้นปฏิบัติการนามธรรม	จิตวิทยา	
frame of reference	กรอบแนวคิด	จิตวิทยา	
fraternal twins	แฝดคล้าย	จิตวิทยา	
fraternal twins	แฝดต่างไข่	จิตวิทยา	
dizygotic twins	แฝดคล้าย	จิตวิทยา	
dizygotic twins	แฝดต่างไข่	จิตวิทยา	
free association	การเชื่อมโยงโดยอิสระ	จิตวิทยา	
free rider	คนแอบอิงประโยชน์	จิตวิทยา	
free will	เจตจำนงเสรี	จิตวิทยา	
Freudian slip	การพลั้งปาก	จิตวิทยา	
frigidity	ภาวะการขาดความตื่นตัว	จิตวิทยา	
Fromm’s theory	ทฤษฎีของฟรอมม์	จิตวิทยา	
frontal leuctomy	การผ่ากลีบสมอง	จิตวิทยา	
frontal lobotomy	การผ่ากลีบสมอง	จิตวิทยา	
lobotomy	การผ่ากลีบสมอง	จิตวิทยา	
frustration	ความคับข้องใจ	จิตวิทยา	
frustration-aggression hypothesis	สมมติฐานความคับข้องใจและความก้าวร้าว	จิตวิทยา	
F-Scale (Fascism-Scale)	มาตรวัดเผด็จการ	จิตวิทยา	
fugue	ฟิวจ์	จิตวิทยา	
fulfillment	การเติมเต็ม	จิตวิทยา	
Fullerton-Cattell Law	กฎฟุลเลอร์ตันและแคตเทลล์	จิตวิทยา	
fully functioning person	บุคคลที่ทำหน้าที่อย่างเต็มความสามารถ	จิตวิทยา	
fully functioning person	บุคคลผู้มีชีวิตเต็ม	จิตวิทยา	
functional ability	ความสามารถตามหน้าที่	จิตวิทยา	
functional age	วัยที่สามารถทำงาน	จิตวิทยา	
functional analysis of behavior	การวิเคราะห์พฤติกรรม	จิตวิทยา	
functional approach to attitude	แนวทางการทำหน้าที่ของเจตคติ	จิตวิทยา	
functional autonomy	การทำหน้าที่อิสระ	จิตวิทยา	
functional group	กลุ่มพันธกิจ	จิตวิทยา	
Functional Job Analysis (FJA)	การวิเคราะห์งานตามหน้าที่	จิตวิทยา	
Functional Psychology	จิตวิทยาการหน้าที่	จิตวิทยา	
functionalism	คติการหน้าที่	จิตวิทยา	
functional turnover	การลาออกจากหน้าที่	จิตวิทยา	
function of attitude	หน้าที่ของเจตคติ	จิตวิทยา	
fundamental	พื้นฐาน	จิตวิทยา	
fundamental	รากฐาน	จิตวิทยา	
fundamental attribution error	ความคลาดเคลื่อนพื้นฐานในการอนุมานสาเหตุ	จิตวิทยา	
fundamental color	แม่สี	จิตวิทยา	
fundamental definition	นิยามพื้นฐาน	จิตวิทยา	
fundamental symptoms	อาการพื้นฐาน	จิตวิทยา	
future shock	การช็อกต่ออนาคต	จิตวิทยา	
galvanic skin response (GSR)	การตอบสนองที่ผิวหนังแบบกัลวานิก	จิตวิทยา	
galvanotropism	กัลวานอทรอพิซึม	จิตวิทยา	
gang	แก๊ง	จิตวิทยา	
gender identity	เอกลักษณ์แห่งเพศ	จิตวิทยา	
gender role	บทบาททางเพศ	จิตวิทยา	
gene	ยีน	จิตวิทยา	
gene	จีน	จิตวิทยา	
general factor (G)	องค์ประกอบความสามารถทั่วไป	จิตวิทยา	
generalization	การสรุปรวบยอด	จิตวิทยา	
generalization	การสรุปครอบคลุม	จิตวิทยา	
generalization	การแผ่ขยาย	จิตวิทยา	
generalized reinforcer	ตัวเสริมแรงสรุปครอบคลุม	จิตวิทยา	
General Psychology	จิตวิทยาทั่วไป	จิตวิทยา	
general will	เจตจำนงทั่วไป	จิตวิทยา	
generation	ชั่วคน	จิตวิทยา	
generation	ชั่วรุ่น	จิตวิทยา	
generation gap	ช่องว่างระหว่างวัย	จิตวิทยา	
genetic epistemology	ญาณวิทยาทางพันธุกรรม	จิตวิทยา	
genital stage	ขั้นเพศรส	จิตวิทยา	
genius	อัจฉริยะ	จิตวิทยา	
genotype	จีโนไทป์	จิตวิทยา	
genotype	แบบชนิดพันธุกรรม	จิตวิทยา	
genuineness	ความจริงแท้	จิตวิทยา	
geographical group	กลุ่มลักษณะทางภูมิศาสตร์	จิตวิทยา	
gerontology	พฤฒวิทยา	จิตวิทยา	
Gesell Development Norms	ตารางวัดความสามารถกีเซลล์	จิตวิทยา	
Gestalt	เกสตอลต์	จิตวิทยา	
Gestalt Psychology	จิตวิทยาเกสตอลต์	จิตวิทยา	
Gestalt theory	ทฤษฎีเกสตอลต์	จิตวิทยา	
Gestalt therapy	จิตบำบัดเกสตอลต์	จิตวิทยา	
G (general factor)	จี	จิตวิทยา	
GH (growth hormone)	จีเอช	จิตวิทยา	
gifted	พรสวรรค์	จิตวิทยา	
gifted	ความสามารถพิเศษ	จิตวิทยา	
gifted child	เด็กที่มีพรสวรรค์	จิตวิทยา	
gifted child	เด็กที่มีความสามารถพิเศษ	จิตวิทยา	
Gilles de la Tourette’s syndrome	กลุ่มอาการกล้ามเนื้อกระตุกกีลเดอลาตูแรต	จิตวิทยา	
goal	เป้าหมาย	จิตวิทยา	
goal directed behavior	พฤติกรรมนำสู่เป้าหมาย	จิตวิทยา	
goal setting	การกำหนดเป้าหมาย	จิตวิทยา	
golden rule	กฎทองคำ	จิตวิทยา	
Goldstein-Scheerer Test	แบบทดสอบโกลด์สไตน์และเชียเรอร์	จิตวิทยา	
Goodenough Draw-a-Man Test	แบบทดสอบวาดรูปคนโดยกูเดอนาฟ	จิตวิทยา	
Goodenough Draw-a-Person Test	แบบทดสอบวาดรูปบุคคลโดยกูเดอนาฟ	จิตวิทยา	
goodness of fit	ความสอดคล้องที่สุด	จิตวิทยา	
Gordon Personal Profile Inventory	แบบทดสอบบุคลิกภาพโดยกอร์ดอน	จิตวิทยา	
Gottschaldt figures	รูปกอทท์ชอลดท์	จิตวิทยา	
Graduated and Reciprocated Initiatives in Tension Reduction (GRIT)	การริเริ่มและเพิ่มการตอบสนองต่อกันในการลดความตึงเครียด	จิตวิทยา	
grandeur delusion	การหลงผิดว่าตนเป็นใหญ่	จิตวิทยา	
delusion of grandeur	การหลงผิดว่าตนเป็นใหญ่	จิตวิทยา	
graphic rating scale	มาตรการประมาณค่ารูปกราฟ	จิตวิทยา	
grasping reflex	ปฏิกิริยาสะท้อนแบบกำ	จิตวิทยา	
gregariousness	การอยู่รวมกลุ่ม	จิตวิทยา	
grief	ความเศร้าโศก	จิตวิทยา	
grievance	การร้องทุกข์	จิตวิทยา	
GRIT (Graduated and Reciprocated Initiatives in Tension Reduction	กริต	จิตวิทยา	
group	กลุ่ม	จิตวิทยา	
group behavior	พฤติกรรมกลุ่ม	จิตวิทยา	
group cohesion	ความเป็นน้ำหนึ่งใจเดียวกันในกลุ่ม	จิตวิทยา	
group counseling	การให้บริการปรึกษาเป็นกลุ่ม	จิตวิทยา	
group dynamics	พลวัตกลุ่ม	จิตวิทยา	
group guidance	การแนะแนวเป็นกลุ่ม	จิตวิทยา	
group polarization	การมีทัศนะที่หนักแน่นขึ้นในทิศทางเดียวกันหลังการอภิปรายกลุ่ม	จิตวิทยา	
group pressure	แรงกดดันจากกลุ่ม	จิตวิทยา	
group psychology	จิตวิทยากลุ่ม	จิตวิทยา	
group sensitivity	กลุ่มฝึกความไวในการเข้าใจตนและกลุ่ม	จิตวิทยา	
group therapy	กลุ่มบำบัด	จิตวิทยา	
groupthink	การคิดเป็นกลุ่ม	จิตวิทยา	
group work	กลุ่มทำงาน	จิตวิทยา	
growth group	กลุ่มพัฒนาตน	จิตวิทยา	
growth hormone (GH)	ฮอร์โมนการเจริญเติบโต	จิตวิทยา	
GSR (galvanic skin response)	จีเอสอาร์	จิตวิทยา	
guerrilla	ผู้สู้รบแบบกองโจร	จิตวิทยา	
guerrilla warfare	การรบแบบกองโจร	จิตวิทยา	
